componentName,componentType,changeType,changedBy,deploymentId,changedAt,oldValue,newValue
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:00:00,v1.0,v1.1
api_endpoint,API,ADDED,developer,1,2026-05-26T08:01:00,,/api/v2/users
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:02:00,redis_1,redis_2
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:03:00,v1.1,v1.2
api_endpoint,API,ADDED,developer,1,2026-05-26T08:04:00,,/api/v2/deployments
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:05:00,redis_2,redis_3
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:06:00,v1.2,v1.3
api_endpoint,API,ADDED,developer,1,2026-05-26T08:07:00,,/api/v2/releases
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:08:00,redis_3,redis_4
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:09:00,v1.3,v1.4
api_endpoint,API,ADDED,developer,1,2026-05-26T08:10:00,,/api/v2/metadata
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:11:00,redis_4,redis_5
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:12:00,v1.4,v1.5
api_endpoint,API,ADDED,developer,1,2026-05-26T08:13:00,,/api/v2/audit
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:14:00,redis_5,redis_6
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:15:00,v1.5,v1.6
api_endpoint,API,ADDED,developer,1,2026-05-26T08:16:00,,/api/v2/logs
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:17:00,redis_6,redis_7
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:18:00,v1.6,v1.7
api_endpoint,API,ADDED,developer,1,2026-05-26T08:19:00,,/api/v2/health
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:20:00,redis_7,redis_8
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:21:00,v1.7,v1.8
api_endpoint,API,ADDED,developer,1,2026-05-26T08:22:00,,/api/v2/metrics
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:23:00,redis_8,redis_9
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:24:00,v1.8,v1.9
api_endpoint,API,ADDED,developer,1,2026-05-26T08:25:00,,/api/v2/alerts
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:26:00,redis_9,redis_10
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:27:00,v1.9,v2.0
api_endpoint,API,ADDED,developer,1,2026-05-26T08:28:00,,/api/v2/events
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:29:00,redis_10,redis_11
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:30:00,v2.0,v2.1
api_endpoint,API,ADDED,developer,1,2026-05-26T08:31:00,,/api/v2/notifications
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:32:00,redis_11,redis_12
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:33:00,v2.1,v2.2
api_endpoint,API,ADDED,developer,1,2026-05-26T08:34:00,,/api/v2/webhooks
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:35:00,redis_12,redis_13
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:36:00,v2.2,v2.3
api_endpoint,API,ADDED,developer,1,2026-05-26T08:37:00,,/api/v2/webhooks/test
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:38:00,redis_13,redis_14
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:39:00,v2.3,v2.4
api_endpoint,API,ADDED,developer,1,2026-05-26T08:40:00,,/api/v2/export
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:41:00,redis_14,redis_15
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:42:00,v2.4,v2.5
api_endpoint,API,ADDED,developer,1,2026-05-26T08:43:00,,/api/v2/import
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:44:00,redis_15,redis_16
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:45:00,v2.5,v2.6
api_endpoint,API,ADDED,developer,1,2026-05-26T08:46:00,,/api/v2/search
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:47:00,redis_16,redis_17
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:48:00,v2.6,v2.7
api_endpoint,API,ADDED,developer,1,2026-05-26T08:49:00,,/api/v2/analytics
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:50:00,redis_17,redis_18
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:51:00,v2.7,v2.8
api_endpoint,API,ADDED,developer,1,2026-05-26T08:52:00,,/api/v2/reports
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:53:00,redis_18,redis_19
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:54:00,v2.8,v2.9
api_endpoint,API,ADDED,developer,1,2026-05-26T08:55:00,,/api/v2/templates
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:56:00,redis_19,redis_20
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T08:57:00,v2.9,v3.0
api_endpoint,API,ADDED,developer,1,2026-05-26T08:58:00,,/api/v2/templates/custom
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T08:59:00,redis_20,redis_21
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:00:00,v3.0,v3.1
api_endpoint,API,ADDED,developer,1,2026-05-26T09:01:00,,/api/v2/integrations
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:02:00,redis_21,redis_22
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:03:00,v3.1,v3.2
api_endpoint,API,ADDED,developer,1,2026-05-26T09:04:00,,/api/v2/integrations/github
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:05:00,redis_22,redis_23
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:06:00,v3.2,v3.3
api_endpoint,API,ADDED,developer,1,2026-05-26T09:07:00,,/api/v2/integrations/gitlab
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:08:00,redis_23,redis_24
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:09:00,v3.3,v3.4
api_endpoint,API,ADDED,developer,1,2026-05-26T09:10:00,,/api/v2/integrations/bitbucket
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:11:00,redis_24,redis_25
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:12:00,v3.4,v3.5
api_endpoint,API,ADDED,developer,1,2026-05-26T09:13:00,,/api/v2/integrations/jenkins
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:14:00,redis_25,redis_26
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:15:00,v3.5,v3.6
api_endpoint,API,ADDED,developer,1,2026-05-26T09:16:00,,/api/v2/integrations/slack
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:17:00,redis_26,redis_27
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:18:00,v3.6,v3.7
api_endpoint,API,ADDED,developer,1,2026-05-26T09:19:00,,/api/v2/integrations/pagerduty
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:20:00,redis_27,redis_28
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:21:00,v3.7,v3.8
api_endpoint,API,ADDED,developer,1,2026-05-26T09:22:00,,/api/v2/integrations/datadog
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:23:00,redis_28,redis_29
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:24:00,v3.8,v3.9
api_endpoint,API,ADDED,developer,1,2026-05-26T09:25:00,,/api/v2/integrations/splunk
cache_config,CONFIG,MODIFIED,admin,1,2026-05-26T09:26:00,redis_29,redis_30
database_schema,DATABASE,MODIFIED,admin,1,2026-05-26T09:27:00,v3.9,v4.0
